LOCUS	ID_MSU7	ID_IRGSP	ID_NCBI	Aliases
Chr09_18375761	LOC_Os09g30190	Os09g0479200	LOC4347378	OsRLCK275
Chr09_18395863	LOC_Os09g30220	Os09g0479500	LOC4347381	#N/A
Chr09_18405860	LOC_Os09g30230	Os09g0479600	LOC4347382	#N/A
Chr09_20162092	LOC_Os09g34150	Os09g0517100	LOC4347586	#N/A
Chr09_20167776	LOC_Os09g34160	Os09g0517200	LOC4347587	#N/A
Chr09_22243912	LOC_Os09g38700	Os09g0559900	LOC4347845	#N/A
Chr10_00930020	LOC_Os10g02500	Os10g0114400	LOC4347982	OsBRL2
Chr10_01159239	LOC_Os10g02870	Os10g0118100	None	#N/A
Chr10_01226977	LOC_Os10g02970	None	LOC4347998	#N/A
Chr10_01266469	LOC_Os10g02990,LOC_Os10g03050	None	LOC107279037	OsRLCK288
Chr10_01308414	LOC_Os10g03100	Os10g0120300	LOC4348001	#N/A
Chr10_01455951	LOC_Os10g03420	None	LOC107279038	#N/A
Chr10_01546382	LOC_Os10g03570	Os10g0124400	LOC4348009	#N/A
Chr10_01642565	None	Os10g0125700	LOC4348015	#N/A
Chr10_01875535	LOC_Os10g04060	Os10g0130600	LOC4348035	#N/A
Chr10_01893315	LOC_Os10g04090	Os10g0130800	LOC4348037	#N/A
Chr10_01897784	LOC_Os10g04110	Os10g0131000	LOC4348038	#N/A
Chr10_01909316	LOC_Os10g04120	Os10g0131100	LOC4348039	#N/A
Chr10_01955667	LOC_Os10g04180	Os10g0131800	LOC9270570	#N/A
Chr10_02018955	LOC_Os10g04290	Os10g0132500	LOC4348044	#N/A
Chr10_02054952	LOC_Os10g04342	Os10g0132700	LOC4348045	#N/A
Chr10_02230133	LOC_Os10g04674	Os10g0136100	LOC4348062	#N/A
Chr10_02769756	LOC_Os10g05560,LOC_Os10g05570	None	LOC9271002	#N/A
Chr10_03500565	LOC_Os10g06740	Os10g0155700	LOC9270526	#N/A
Chr10_03514904	LOC_Os10g06760	Os10g0155800	LOC4348139	#N/A
Chr10_03911196	LOC_Os10g07400	Os10g0161400	LOC4348157	#N/A
Chr10_04026942	LOC_Os10g07534	Os10g0162832	LOC107278580	#N/A
Chr10_04095939	LOC_Os10g07614	Os10g0162846	LOC107279164	#N/A
Chr10_04210618	LOC_Os10g07574	Os10g0162854	LOC107277853	#N/A
Chr10_04263441	LOC_Os10g07978	Os10g0163040	LOC107276258	#N/A
Chr10_05697138	LOC_Os10g10360	Os10g0183000	LOC4348212	OsLSR, LSR
Chr10_07592072	LOC_Os10g13970	None	LOC9266040	#N/A
Chr10_08942517	LOC_Os10g17690	None	LOC9270671	#N/A
Chr10_08957575	LOC_Os10g17724	None	None	#N/A
Chr10_09667167	LOC_Os10g18990	Os10g0336300	LOC107276647	#N/A
Chr10_09757144	LOC_Os10g19160	Os10g0337400	LOC4348346	#N/A
Chr10_10956347	LOC_Os10g21400	Os10g0358200	LOC107277604	#N/A
Chr10_11088189	None	Os10g0360800	LOC9270444	#N/A
Chr10_11186975	LOC_Os10g21800	None	None	#N/A
Chr10_11329238	LOC_Os10g21950	None	LOC107279082	#N/A
Chr10_11533313	LOC_Os10g22300	None	LOC107278973	#N/A
Chr10_11556692	LOC_Os10g22350	None	None	#N/A
Chr10_11659058	LOC_Os10g22484	Os10g0370100	LOC4348469	#N/A
Chr10_11662716	LOC_Os10g22510	Os10g0370400	LOC4348470	#N/A
Chr10_11880133	LOC_Os10g22860	Os10g0374600	None	#N/A
Chr10_11896459	LOC_Os10g22890	Os10g0375000	LOC9270033	YK19
Chr10_11907869	LOC_Os10g22920,LOC_Os10g22930	Os10g0375400	LOC112936600	#N/A
Chr10_12928252	LOC_Os10g25090	Os10g0389800	LOC4348521	#N/A
Chr10_13172543	LOC_Os10g25487	Os10g0394400	LOC4348544	#N/A
Chr10_15859880	LOC_Os10g30490	None	None	#N/A
Chr10_17273068	LOC_Os10g32990	Os10g0467900	LOC4348854	#N/A
Chr10_17312331	LOC_Os10g33040	Os10g0468500	LOC4348855	#N/A
Chr10_17322239	LOC_Os10g33060	Os10g0468800	LOC112936636	#N/A
Chr10_17334917	LOC_Os10g33080	Os10g0469000	LOC4348859	#N/A
Chr10_17349754	None	Os10g0469300	LOC107275831	#N/A
Chr10_17361621	LOC_Os10g33130	Os10g0469600	LOC4348862	#N/A
Chr10_17366767	LOC_Os10g33140	Os10g0469700	LOC4348863	#N/A
Chr10_17606602	LOC_Os10g33440	None	LOC9270182	#N/A
Chr10_18697593	LOC_Os10g35040	Os10g0492400	LOC9270872	#N/A
Chr10_19392444	LOC_Os10g36270	Os10g0507000	LOC9267600	#N/A
Chr10_19398872	LOC_Os10g36280	Os10g0507150	LOC107277370	#N/A
Chr10_20540484	LOC_Os10g38450	Os10g0527900	LOC4349186	#N/A
Chr10_20654875	LOC_Os10g38800	Os10g0531700	LOC9272367	#N/A
Chr10_22550271	LOC_Os10g41900	Os10g0568600	LOC4349442	#N/A
Chr11_00124018	LOC_Os11g01200	Os11g0102900	LOC4349536	#N/A
Chr11_00359314	LOC_Os11g01620	Os11g0107700	LOC4349565	#N/A
Chr11_01420414	LOC_Os11g03650	Os11g0130900	LOC107276208	#N/A
Chr11_03151937	LOC_Os11g06540	None	LOC107278221	#N/A
Chr11_03518685	LOC_Os11g07060	Os11g0171800	LOC4349902	#N/A
Chr11_03536729	LOC_Os11g07100	Os11g0172150	LOC9270785	#N/A
Chr11_03542200	LOC_Os11g07120	None	LOC107279524	#N/A
Chr11_03549927	LOC_Os11g07124	Os11g0172300	LOC9268179	#N/A
Chr11_03553648	LOC_Os11g07130	Os11g0172350	LOC107275781	OsRLCK312
Chr11_03555217	LOC_Os11g07140	Os11g0172400	LOC9268179	#N/A
Chr11_03565702	LOC_Os11g07160	None	LOC107279442	#N/A
Chr11_03581091	LOC_Os11g07170	None	LOC4349905	#N/A
Chr11_03589301	LOC_Os11g07180	None	LOC4349906	#N/A
Chr11_03617169	LOC_Os11g07200	None	LOC9271336	#N/A
Chr11_03627548	LOC_Os11g07225	Os11g0173432	LOC107277962	(25L1,25L2,HWI1,LOC_Os11g07225-like 1,LOC_Os11g07225-like 2)
Chr11_03635355	LOC_Os11g07230	Os11g0173500	LOC9266358	HWI1,25L1
Chr11_03640868	LOC_Os11g07240	Os11g0173550	LOC107278216	OsRLCK314
Chr11_03649576	LOC_Os11g07250	Os11g0173750	LOC4349911	#N/A
Chr11_03658095	LOC_Os11g07260	Os11g0173800	LOC4349912	#N/A
Chr11_03664612	LOC_Os11g07270	Os11g0173900	LOC9268671	#N/A
Chr11_04851055	LOC_Os11g09110	None	None	#N/A
Chr11_04860885	LOC_Os11g09130	None	None	#N/A
Chr11_05603025	LOC_Os11g10310	Os11g0208900	LOC4350043	#N/A
Chr11_05787794	LOC_Os11g10550	Os11g0211300	LOC4350057	#N/A
Chr11_05801720	LOC_Os11g10570	Os11g0211600,Os11g0211650	LOC107279424	#N/A
Chr11_05828666	LOC_Os11g10610,LOC_Os11g10620	Os11g0212000	LOC4350060,LOC112936909	#N/A
Chr11_05889439	LOC_Os11g10720	None	LOC107275554	#N/A
Chr11_05918930	LOC_Os11g10760	Os11g0213700	LOC4350068	Os11gRGAC
Chr11_06424186	LOC_Os11g11550	Os11g0222900	LOC4350103	Os11gRGA1
Chr11_06535926	LOC_Os11g11770	Os11g0224900	LOC4350109	Os11gRGA3
Chr11_06545738	LOC_Os11g11790	Os11g0225100	LOC9271293	Os11gRGA4,Pia,RGA4,SasRGA4
Chr11_06554528	LOC_Os11g11810	Os11g0225300	LOC4350112	Os11gRGA5, RGA5, RGA5-A, RGA5-B, Pi5
Chr11_06616027	LOC_Os11g11920	Os11g0226400	LOC4350116	#N/A
Chr11_06621724	LOC_Os11g11940	Os11g0226700	LOC4350117	#N/A
Chr11_06634662	LOC_Os11g11950	Os11g0226800	LOC9266242	Os11gRGA7,YR5
Chr11_06641127	LOC_Os11g11960	Os11g0226933	LOC9267892	Os11gRGA8
Chr11_06655976	LOC_Os11g11990	Os11g0227100	LOC107278689,LOC4350120	Os11gRGA9
Chr11_06677780	LOC_Os11g12000	Os11g0227200	LOC4350121	Os11gRGA10,OsLRR
Chr11_06695477	LOC_Os11g12040	Os11g0227700	None	#N/A
Chr11_06705779	LOC_Os11g12050	Os11g0227800	LOC4350125	#N/A
Chr11_06838379	LOC_Os11g12240,LOC_Os11g12260	Os11g0228600,Os11g0228800	LOC4350127	#N/A
Chr11_06872037	LOC_Os11g12320	Os11g0229300	LOC4350130	#N/A
Chr11_06881849	LOC_Os11g12330	Os11g0229400	LOC4350132	#N/A
Chr11_06893306	LOC_Os11g12340	Os11g0229500	LOC4350133	RPR1*, Rpr1-1, Rpr1, RPM1, OsRPM1
Chr11_06896964	LOC_Os11g12350	Os11g0229700	LOC107277429	#N/A
Chr11_07014876	LOC_Os11g12530	Os11g0232100	LOC4350138	#N/A
Chr11_07058010	LOC_Os11g12560	Os11g0233000	LOC107276044	#N/A
Chr11_07104335	LOC_Os11g12620	Os11g0233800	LOC9268663	OsRLCK320
Chr11_07342102	LOC_Os11g13410	Os11g0237600	LOC4350154	#N/A
Chr11_07356166	LOC_Os11g13430	Os11g0237900	LOC4350156	#N/A
Chr11_07365098	LOC_Os11g13440	Os11g0238000	None	#N/A
Chr11_07404844	LOC_Os11g13510	Os11g0238700	LOC4350158	#N/A
Chr11_07715233	LOC_Os11g13940	None	LOC107279244	#N/A
Chr11_07797075	LOC_Os11g14050	Os11g0245200	LOC4350184	#N/A
Chr11_07857072	LOC_Os11g14110	Os11g0245800	LOC4350187	#N/A
Chr11_08072576	LOC_Os11g14380	Os11g0249000	LOC4350204	OsNLS1
Chr11_08096740	LOC_Os11g14420	Os11g0249900	LOC4350208	OsMSrlk2
Chr11_08572164	LOC_Os11g15190	Os11g0258500	LOC107279242	#N/A
Chr11_08780013	LOC_Os11g15500	None	LOC112936977	#N/A
Chr11_08886196	LOC_Os11g15670	Os11g0263000	LOC9267983	#N/A
Chr11_09109606	LOC_Os11g16470	Os11g0265900	LOC4350249	#N/A
Chr11_09137734	LOC_Os11g16500,LOC_Os11g16510	None	LOC107279297	#N/A
Chr11_09146406	LOC_Os11g16530	Os11g0266500	LOC4350251	#N/A
Chr11_09423703	LOC_Os11g17014	Os11g0270500	LOC4350261	#N/A
Chr11_09509376	LOC_Os11g17110	None	LOC112936978	#N/A
Chr11_09663116	LOC_Os11g17330	None	LOC107279290	#N/A
Chr11_11212750	LOC_Os11g19480	Os11g0300600	LOC4350326	#N/A
Chr11_11776420	LOC_Os11g20360	Os11g0308800	LOC4350351	#N/A
Chr11_13749580	LOC_Os11g24170	Os11g0429100	LOC4350389	#N/A
Chr11_14960969	LOC_Os11g26130	Os11g0448000	LOC4350438	#N/A
Chr11_15791270	LOC_Os11g27430	Os11g0462500	LOC107275482	#N/A
Chr11_15793129	LOC_Os11g27440	None	LOC107279369	#N/A
Chr11_15796775	None	Os11g0462900	LOC107279369,LOC107275322	#N/A
Chr11_16758976	LOC_Os11g28950	Os11g0479100	LOC4350508	#N/A
Chr11_16795588	LOC_Os11g29000	Os11g0479400	LOC928975	#N/A
Chr11_16807964	LOC_Os11g29050	Os11g0480000	LOC4350510	#N/A
Chr11_16852227	LOC_Os11g29090	None	LOC112936989	#N/A
Chr11_16860235	LOC_Os11g29110	Os11g0481150	LOC107276082	#N/A
Chr11_16895445	LOC_Os11g29150	Os11g0481600	LOC4350514	#N/A
Chr11_17132216	LOC_Os11g29520	Os11g0486000	LOC9269250	rNBS10
Chr11_17290977	LOC_Os11g29790	Os11g0490200	LOC4350541	#N/A
Chr11_17393700	LOC_Os11g29920	Os11g0493700	LOC9270249	r11
Chr11_17417481	LOC_Os11g29970	Os11g0491850	LOC9267529	#N/A
Chr11_17429007	LOC_Os11g29980	Os11g0492200	LOC107277722	#N/A
Chr11_17438286	LOC_Os11g29990	Os11g0492300	LOC107276983	#N/A
Chr11_17455221	None	Os11g0492500	LOC107276518	#N/A
Chr11_17483263	LOC_Os11g30050	Os11g0492900	LOC112936843	#N/A
Chr11_17484860	LOC_Os11g30060	Os11g0493000	LOC107279373	#N/A
Chr11_17565177	LOC_Os11g30210	Os11g0494100	LOC9269182	#N/A
Chr11_18999281	LOC_Os11g32170	Os11g0524601	LOC107277866	#N/A
Chr11_19029390	LOC_Os11g32210	Os11g0524900	LOC107276498	OsSTA260
Chr11_20449939	LOC_Os11g34880	Os11g0550100	LOC9268286	#N/A
Chr11_20461652	LOC_Os11g34920	Os11g0550500	LOC4350705	#N/A
Chr11_20492223	LOC_Os11g34970	None	LOC4350708	#N/A
Chr11_20513712	None	None	LOC4350709	#N/A
Chr11_20643384	LOC_Os11g35210	Os11g0555300	LOC9269799	#N/A
Chr11_20751918	LOC_Os11g35410	Os11g0558400	LOC4350729	#N/A
Chr11_20770119	LOC_Os11g35450	Os11g0558900	LOC4350731	#N/A
Chr11_20773764	None	None	None	#N/A
Chr11_20796674	LOC_Os11g35490	None	LOC107275602	#N/A
Chr11_20802978	LOC_Os11g35500	Os11g0559200	LOC9271075	Xa21*, Xa21, OsXA21
Chr11_20839451	LOC_Os11g35550	None	LOC107278358	#N/A
Chr11_20862658	LOC_Os11g35580	None	LOC4350733	#N/A
Chr11_20893320	None	Os11g0560900	LOC107277252	#N/A
Chr11_20902236	LOC_Os11g35660	Os11g0561100	LOC107275803	#N/A
Chr11_21006454	None	None	None	#N/A
Chr11_21016639	LOC_Os11g35810	None	LOC107279386	#N/A
Chr11_21031351	LOC_Os11g35840	Os11g0564900	LOC112936999	#N/A
Chr11_21034893	LOC_Os11g35840	None	LOC107279259	#N/A
Chr11_21040942	LOC_Os11g35850	Os11g0565000	LOC4350737	#N/A
Chr11_21079383	LOC_Os11g35890	Os11g0565920	LOC9272461	#N/A
Chr11_21131670	LOC_Os11g35960	None	None	#N/A
Chr11_21143007	None	None	None	#N/A
Chr11_21145951	LOC_Os11g35980	Os11g0567600	LOC112936846	#N/A
Chr11_21156828	LOC_Os11g36000	Os11g0567800	LOC9266337	#N/A
Chr11_21175718	LOC_Os11g36020	None	LOC4350743	#N/A
Chr11_21216313	LOC_Os11g36090	Os11g0568800	LOC9269230	#N/A
Chr11_21235267	LOC_Os11g36120	None	LOC112937000	#N/A
Chr11_21246815	LOC_Os11g36140	Os11g0569300	LOC9271745	#N/A
Chr11_21254525	LOC_Os11g36150	Os11g0569500	LOC112935989	#N/A
Chr11_21265799	LOC_Os11g36160	Os11g0569600	LOC4350749	#N/A
Chr11_21277443	LOC_Os11g36180	Os11g0569733	LOC107276510	#N/A
Chr11_21288507	LOC_Os11g36190	Os11g0569800	LOC107279528	#N/A
Chr11_21297830	LOC_Os11g36200	Os11g0570000	LOC4350751	#N/A
Chr11_21472105	LOC_Os11g36410	Os11g0572301	LOC112936973	#N/A
Chr11_21863852	LOC_Os11g37040	Os11g0579100	LOC4350776	#N/A
Chr11_21872080	LOC_Os11g37050	Os11g0579200,Os11g0579400	LOC4350779	#N/A
Chr11_22315257	LOC_Os11g37740	Os11g0588400	LOC4350809	#N/A
Chr11_22329989	LOC_Os11g37759	Os11g0588600	LOC9267585	Xa39
Chr11_22351283	LOC_Os11g37774	None	LOC107277770	#N/A
Chr11_22366978	LOC_Os11g37780	None	LOC107278780	#N/A
Chr11_22382007	LOC_Os11g37790,LOC_Os11g37800	Os11g0589800	LOC9270039	#N/A
Chr11_22419268	LOC_Os11g37850	Os11g0590400	LOC4350813	#N/A
Chr11_22428415	LOC_Os11g37860	Os11g0590700	LOC4350814	#N/A
Chr11_22442247	LOC_Os11g37870	Os11g0590900	LOC4350815	#N/A
Chr11_22451636	LOC_Os11g37880	Os11g0591000	LOC9271903	#N/A
Chr11_22763793	LOC_Os11g38440	Os11g0597400	LOC107278690	#N/A
Chr11_22799734	LOC_Os11g38480	Os11g0597700	LOC9272653	#N/A
Chr11_22827551	LOC_Os11g38520	Os11g0598300	LOC4350850	#N/A
Chr11_22862447	LOC_Os11g38580	Os11g0598500	LOC4350851	#N/A
Chr11_23313424	LOC_Os11g39160	Os11g0604900	LOC107276314	#N/A
Chr11_23333825	LOC_Os11g39190	Os11g0605100	LOC4350879	#N/A
Chr11_23378368	LOC_Os11g39230,LOC_Os11g39250	Os11g0605600	LOC112936136,LOC4350883	#N/A
Chr11_23389773	LOC_Os11g39280,LOC_Os11g39290	Os11g0606100,Os11g0606200	LOC4350886	#N/A
Chr11_23406960	LOC_Os11g39310	Os11g0606400	LOC4350888	#N/A
Chr11_23409123	LOC_Os11g39320	Os11g0606500	LOC4350889	#N/A
Chr11_23418638	LOC_Os11g39330	Os11g0606800	LOC4350892	YNR1, YNR2, YNR3, YNR4, YNR5
Chr11_23419441	None	Os11g0606900	LOC4350891	#N/A
Chr11_23435553	LOC_Os11g39370	Os11g0607200	LOC4350894	OsSERL1, OsBAK1-8
Chr11_23575789	LOC_Os11g39550	Os11g0609700	LOC4350902	#N/A
Chr11_23678380	LOC_Os11g39730	None	LOC107275527	#N/A
Chr11_23947651	LOC_Os11g40160	Os11g0615900	LOC4350924	#N/A
Chr11_24192161	LOC_Os11g40550	Os11g0620500	LOC4350943	#N/A
Chr11_24390444	LOC_Os11g40780	Os11g0623800	LOC4350954	Osh359-3, Osh359-5,r5
Chr11_24438281	LOC_Os11g40810,LOC_Os11g40840	None	LOC9271462	#N/A
Chr11_24481312	LOC_Os11g40890	None	LOC4350956	#N/A
Chr11_24537451	LOC_Os11g40970	Os11g0625900	LOC4350958	#N/A
Chr11_24616115	LOC_Os11g41100	Os11g0628000	LOC9272400	#N/A
Chr11_24664564	None	Os11g0629550	LOC107277659	#N/A
Chr11_24669544	LOC_Os11g41170	Os11g0629600	LOC4350965	#N/A
Chr11_24715527	LOC_Os11g41210	None	LOC107279307	#N/A
Chr11_24913089	LOC_Os11g41540	Os11g0633500	LOC4350972	#N/A
Chr11_25264737	LOC_Os11g42010	Os11g0639100	LOC9272143	Pi-kh, Pi k-h, Pi54, Pi54rh, Pi-k(h), Pik-h, Pikh,#4
Chr11_25292526	LOC_Os11g42040	Os11g0639600	LOC4350996	Pi54 homolog #7
Chr11_25318049	LOC_Os11g42060	Os11g0640000	LOC4350997	Pi54 homolog #8
Chr11_25321843	LOC_Os11g42070	Os11g0640300	LOC4350998	Pi54 homolog #9
Chr11_25345292	LOC_Os11g42090	Os11g0640600	LOC4351000	Pi54 homolog #11
Chr11_25358357	LOC_Os11g42100	Os11g0640800	LOC4351001	Pi54 homolog #12
Chr11_25552112	LOC_Os11g42450	Os11g0644100	LOC4351013	#N/A
Chr11_25626858	LOC_Os11g42580	Os11g0645800	LOC107276178	#N/A
Chr11_25633166	LOC_Os11g42590	Os11g0645886	LOC112937009	#N/A
Chr11_25695249	LOC_Os11g42660	Os11g0646300	LOC112937010	#N/A
Chr11_25734766	LOC_Os11g42720	None	LOC107277829	#N/A
Chr11_25758921	LOC_Os11g42770	Os11g0647866	LOC107277616	#N/A
Chr11_26032291	LOC_Os11g43140	Os11g0652100	LOC4351036	#N/A
Chr11_26081886	LOC_Os11g43240	None	None	#N/A
Chr11_26091123	LOC_Os11g43250	Os11g0653300	LOC4351038	#N/A
Chr11_26140273	LOC_Os11g43320	Os11g0654100	LOC9266389	#N/A
Chr11_26197784	LOC_Os11g43390	Os11g0654800	LOC4351041	#N/A
Chr11_26213036	LOC_Os11g43410	Os11g0655200	LOC9271782	#N/A
Chr11_26217830	LOC_Os11g43420	Os11g0655300	LOC4351044	#N/A
Chr11_26253962	LOC_Os11g43480	None	LOC107275574	#N/A
Chr11_26261416	LOC_Os11g43500	Os11g0655700	LOC107276632	#N/A
Chr11_26380866	LOC_Os11g43700	Os11g0657900	LOC4351054	#N/A
Chr11_26443000	LOC_Os11g43770	None	None	#N/A
Chr11_26955595	LOC_Os11g44580	Os11g0668100	LOC4351082	#N/A
Chr11_27221855	LOC_Os11g44960	Os11g0673600	LOC9266964	YR10, YR2, YR21, YR23, YR6, YR9, r10
Chr11_27234199	LOC_Os11g44970	Os11g0673900	LOC4351105	DRP-RP13
Chr11_27242070	LOC_Os11g44990	Os11g0676100,Os11g0676200	LOC9271264	#N/A
Chr11_27261093	LOC_Os11g45050	Os11g0674400	LOC9268156	#N/A
Chr11_27269586	LOC_Os11g45060	Os11g0676050	LOC107278769	Osh359-2
Chr11_27282232	LOC_Os11g45090	Os11g0675200	LOC4351108	#N/A
Chr11_27318942	LOC_Os11g45130	Os11g0676500	LOC4351109	#N/A
Chr11_27342028	LOC_Os11g45180	Os11g0677000	LOC9272435	r2
Chr11_27350120	LOC_Os11g45190	Os11g0677101	LOC9272435	r2
Chr11_27427776	LOC_Os11g45330	Os11g0678400	LOC112936957	#N/A
Chr11_27604492	LOC_Os11g45620,LOC_Os11g45600	Os11g0682501	LOC9269948	#N/A
Chr11_27690035	LOC_Os11g45750	Os11g0684100	LOC4351132	#N/A
Chr11_27690906	None	None	LOC4351133	#N/A
Chr11_27707213	LOC_Os11g45790	Os11g0684700	LOC9270434	#N/A
Chr11_27734371	LOC_Os11g45840	Os11g0685600	LOC112936146	#N/A
Chr11_27792722	LOC_Os11g45924	Os11g0686400	LOC107277465	OsWRKY41
Chr11_27793837	LOC_Os11g45930	Os11g0686500	LOC4351143	#N/A
Chr11_27818431	LOC_Os11g45970	Os11g0686900	LOC4351144	#N/A
Chr11_27820309	LOC_Os11g45980	None	LOC4351145	#N/A
Chr11_27885376	LOC_Os11g46070	Os11g0687800	LOC4351148	#N/A
Chr11_27894560	LOC_Os11g46100	Os11g0688000	LOC9267664	#N/A
Chr11_27920064	LOC_Os11g46130,LOC_Os11g46140	None	LOC107277280	#N/A
Chr11_27983597	LOC_Os11g46200	Os11g0688832,Os11g0689000	LOC107278320	PIK5-NP,Pikm1,PIK
Chr11_27985583	LOC_Os11g46210	Os11g0689100	LOC4351153	PIK6-NP, Pikm2
Chr11_28224689	LOC_Os11g46960	Os11g0691800	LOC9266918	OsRLCK354
Chr11_28228913	LOC_Os11g46970	None	LOC107279533	#N/A
Chr11_28236014	LOC_Os11g46980	None	LOC4351162	#N/A
Chr11_28246863	LOC_Os11g47000	None	LOC4351164	OsRLCK355
Chr11_28259210	LOC_Os11g47030	Os11g0692500	LOC4351165	#N/A
Chr11_28371257	LOC_Os11g47160,LOC_Os11g47170	None	LOC107279410	OsRLCK356
Chr11_28376327	LOC_Os11g47180	None	LOC107279538	#N/A
Chr11_28399360	LOC_Os11g47210	None	LOC107279283	(Xa3/Xa26)
Chr11_28411141	LOC_Os11g47240	Os11g0695000	LOC9272139	#N/A
Chr11_28438467	LOC_Os11g47290	None	LOC9267899	#N/A
Chr11_28444371	LOC_Os11g47300	None	LOC4351172	#N/A
Chr11_28454816	LOC_Os11g47310	Os11g0695800	LOC4351173	MRKc, RKc, TRKc
Chr11_28652727	LOC_Os11g47447	Os11g0700100	LOC9271586	#N/A
Chr11_28815723	LOC_Os11g47780	Os11g0704100	LOC112936807,LOC4351210	#N/A
Chr12_00119819	LOC_Os12g01200	Os12g0102500	LOC4351245	#N/A
Chr12_00418325	LOC_Os12g01700	Os12g0107700	LOC4351275	#N/A
Chr12_01163795	LOC_Os12g03080	Os12g0124100	LOC4351373	#N/A
Chr12_01521080	LOC_Os12g03750	Os12g0131701	LOC4351415	#N/A
Chr12_02253883	LOC_Os12g05120	Os12g0145900	LOC4351494	#N/A
Chr12_02733167	LOC_Os12g05930	Os12g0155400	None	#N/A
Chr12_02858560	LOC_Os12g06110	None	None	#N/A
Chr12_03375469	LOC_Os12g06920	Os12g0166600	LOC107277167	#N/A
Chr12_04182455	LOC_Os12g08180	Os12g0182300	LOC4351679	#N/A
Chr12_04822129	None	None	LOC4351712	#N/A
Chr12_04841595	LOC_Os12g09240	None	LOC107279719	#N/A
Chr12_05125202	LOC_Os12g09710	Os12g0198900	LOC107277562	#N/A
Chr12_05147753	LOC_Os12g09739	Os12g0199100	LOC4351734	#N/A
Chr12_05381492	LOC_Os12g10180	None	LOC4351739	#N/A
Chr12_05514947	LOC_Os12g10410	Os12g0205500	LOC4351749	#N/A
Chr12_05751366	LOC_Os12g10710	Os12g0209800,Os12g0209901	LOC4351772	#N/A
Chr12_05766155	LOC_Os12g10740	Os12g0210400	LOC4351777	OsLRR-RLK2
Chr12_05859264	LOC_Os12g10870	Os12g0211500	LOC4351782	#N/A
Chr12_05907620	LOC_Os12g10930	None	LOC107278233	#N/A
Chr12_06141910	LOC_Os12g11370	Os12g0215950	LOC92720507	#N/A
Chr12_06224244	LOC_Os12g11500	Os12g0217400	LOC112937430	#N/A
Chr12_06235528	LOC_Os12g11510	None	LOC107278725	#N/A
Chr12_06340837	LOC_Os12g11680	Os12g0218500	LOC9268724	#N/A
Chr12_06356947	LOC_Os12g11720	None	LOC107275848	#N/A
Chr12_06447258	LOC_Os12g11860	None	LOC107276166	#N/A
Chr12_06506734	LOC_Os12g11930	None	LOC107276306	#N/A
Chr12_06520549	LOC_Os12g11940	None	LOC107277302	#N/A
Chr12_06583346	LOC_Os12g12010	Os12g0221700	LOC107279563	#N/A
Chr12_06647326	LOC_Os12g12120	Os12g0222800	LOC9272704	#N/A
Chr12_06650963	LOC_Os12g12130	Os12g0222900	LOC4351803	#N/A
Chr12_07419857	LOC_Os12g13300	Os12g0235700	LOC4351846	#N/A
Chr12_08162099	LOC_Os12g14330	Os12g0246700	LOC4351886	#N/A
Chr12_09786414	LOC_Os12g17090	Os12g0270300	LOC4351953	#N/A
Chr12_09812470	LOC_Os12g17130	None	None	#N/A
Chr12_09929337	LOC_Os12g17340	None	None	#N/A
Chr12_09984317	LOC_Os12g17410	Os12g0272800	LOC9272195	OsNRTP1
Chr12_09988298	LOC_Os12g17420	None	None	#N/A
Chr12_10014292	LOC_Os12g17480	None	LOC4351961	#N/A
Chr12_10021360	LOC_Os12g17490	Os12g0273300	LOC4351961	#N/A
Chr12_10061686	LOC_Os12g17550	Os12g0273900	LOC107275932	#N/A
Chr12_10624068	LOC_Os12g18374	Os12g0281600	LOC4351984	PI42
Chr12_16539872	LOC_Os12g28040	None	LOC107278444	#N/A
Chr12_16574091	LOC_Os12g28070	None	LOC107279667	#N/A
Chr12_16594932	LOC_Os12g28100	Os12g0467300	LOC9272227	#N/A
Chr12_16692080	LOC_Os12g28250	Os12g0468300	LOC4352196	#N/A
Chr12_17354834	LOC_Os12g29280	None	LOC112937321	#N/A
Chr12_17362970	LOC_Os12g29290	None	LOC112937416	#N/A
Chr12_17563578	None	None	None	#N/A
Chr12_17712514	LOC_Os12g29690	Os12g0481400	LOC112937322	#N/A
Chr12_17740563	LOC_Os12g29710	Os12g0481700	LOC112937347,LOC112937323	#N/A
Chr12_17763084	None	Os12g0482100	LOC112937324	#N/A
Chr12_18010421	LOC_Os12g30070	None	LOC4352233	#N/A
Chr12_18370597	LOC_Os12g30590	Os12g0489800	LOC4352246	#N/A
Chr12_18450017	LOC_Os12g30720	None	None	#N/A
Chr12_18472783	LOC_Os12g30760	None	LOC107275558	#N/A
Chr12_18763931	LOC_Os12g31160	Os12g0495600	LOC4352255	#N/A
Chr12_18783467	LOC_Os12g31200	None	LOC107275722	#N/A
Chr12_18922804	LOC_Os12g31470	Os12g0498650	LOC9268090	#N/A
Chr12_19046831	LOC_Os12g31620	Os12g0500500	LOC4352270	#N/A
Chr12_19664858	LOC_Os12g32590	Os12g0510500	LOC4352320	#N/A
Chr12_19709694	LOC_Os12g32660	Os12g0511400	LOC4352326	#N/A
Chr12_19719187	LOC_Os12g32670	Os12g0511500	LOC4352327	#N/A
Chr12_19734112	LOC_Os12g32680	Os12g0511600	LOC107276949	#N/A
Chr12_19757913	LOC_Os12g32710	Os12g0511900	LOC107276851	#N/A
