ID_NIP	ID_KIT	Gene-Fam	NIP_canoncal	KIT_canonical
Chr10_11556692	kitaake_Chr10_12249094	NLR	notCanonic	notCanonic
Chr10_11659058	kitaake_Chr10_12351387	NLR	Canonic	Canonic
Chr10_11662716	kitaake_Chr10_12355045	NLR	Canonic	Canonic
Chr10_11880133	kitaake_Chr10_12555743	RLK	Canonic	Canonic
Chr10_11896459	kitaake_Chr10_12572070	RLK	Canonic	Canonic
Chr10_11907869	kitaake_Chr10_12583480	RLP	notCanonic	notCanonic
Chr10_12928252	kitaake_Chr10_13560032	RLK	Canonic	Canonic
Chr10_13172543	kitaake_Chr10_13806470	NLR	notCanonic	notCanonic
Chr10_15859880	kitaake_Chr10_16563165	RLP	Canonic	Canonic
Chr10_17273068	kitaake_Chr10_18017456	RLK	Canonic	notCanonic
Chr10_17312331	kitaake_Chr10_18056717	RLK	Canonic	Canonic
Chr10_17322239	kitaake_Chr10_18066625	RLP	notCanonic	notCanonic
Chr10_17334917	kitaake_Chr10_18079307	RLP	Canonic	Canonic
Chr10_17349754	kitaake_Chr10_18094157	RLP	Canonic	Canonic
Chr10_17361621	kitaake_Chr10_18105965	RLP	Canonic	Canonic
Chr10_17366767	kitaake_Chr10_18111110	RLP	Canonic	Canonic
Chr10_17606602	kitaake_Chr10_18351238	NLR	Canonic	Canonic
Chr10_18697593	kitaake_Chr10_19464146	RLK	Canonic	Canonic
Chr10_19392444	kitaake_Chr10_20165075	NLR	notCanonic	notCanonic
Chr10_19398872	kitaake_Chr10_20171496	NLR	notCanonic	notCanonic
Chr10_20540484	kitaake_Chr10_21338916	RLP	notCanonic	notCanonic
Chr10_20654875	kitaake_Chr10_21453448	RLK	Canonic	Canonic
Chr10_22550271	kitaake_Chr10_23350040	NLR	notCanonic	notCanonic
Chr11_00124018	kitaake_Chr11_00014731	RLK	Canonic	Canonic
Chr11_00359314	kitaake_Chr11_00278977	RLK	Canonic	Canonic
Chr11_01420414	kitaake_Chr11_01367220	NLR	Canonic	Canonic
Chr11_03151937	kitaake_Chr11_03119290	RLP	Canonic	Canonic
Chr11_03518685	kitaake_Chr11_03498072	RLK	Canonic	Canonic
Chr11_03536729	kitaake_Chr11_03516116	RLK	Canonic	Canonic
Chr11_03542200	kitaake_Chr11_03521587	RLK	notCanonic	notCanonic
Chr11_03549927	kitaake_Chr11_03529317	RLP	notCanonic	notCanonic
Chr11_03553648	kitaake_Chr11_03533035	RLK	notCanonic	notCanonic
Chr11_03555217	kitaake_Chr11_03534603	RLK	notCanonic	notCanonic
Chr11_03565702	kitaake_Chr11_03545087	RLK	Canonic	Canonic
Chr11_03581091	kitaake_Chr11_03560475	RLK	notCanonic	notCanonic
Chr11_03589301	kitaake_Chr11_03568685	RLK	Canonic	Canonic
Chr11_03617169	kitaake_Chr11_03596500	RLK	Canonic	Canonic
None	kitaake_Chr11_03606869	RLK	NA	Canonic
Chr11_03627548	kitaake_Chr11_03619963	RLK	Canonic	Canonic
Chr11_03635355	kitaake_Chr11_03627771	RLK	Canonic	Canonic
Chr11_03640868	kitaake_Chr11_03633284	RLK	notCanonic	notCanonic
Chr11_03649576	kitaake_Chr11_03641992	RLK	notCanonic	notCanonic
Chr11_03658095	kitaake_Chr11_03650633	RLK	Canonic	Canonic
Chr11_03664612	kitaake_Chr11_03657150	RLK	Canonic	Canonic
Chr11_04851055	kitaake_Chr11_04942313	RLP	Canonic	Canonic
Chr11_04860885	kitaake_Chr11_04948000	RLP	Canonic	Canonic
Chr11_05603025	kitaake_Chr11_05700229	RLK	Canonic	Canonic
Chr11_05787794	kitaake_Chr11_05885123	NLR	Canonic	Canonic
Chr11_05801720	kitaake_Chr11_05899689	NLR	notCanonic	notCanonic
Chr11_05828666	kitaake_Chr11_05926844	NLR	notCanonic	notCanonic
Chr11_05889439	kitaake_Chr11_05987618	RLP	Canonic	Canonic
Chr11_05918930	kitaake_Chr11_06017096	NLR	notCanonic	notCanonic
Chr11_06424186	kitaake_Chr11_06550716	NLR	Canonic	Canonic
Chr11_06535926	kitaake_Chr11_06673981	NLR	Canonic	Canonic
Chr11_06545738	kitaake_Chr11_06685135	NLR	Canonic	notCanonic
Chr11_06554528	kitaake_Chr11_06688875	NLR	Canonic	Canonic
None	kitaake_Chr11_06995417	NLR	NA	Canonic
None	kitaake_Chr11_07010522	NLR	NA	Canonic
None	kitaake_Chr11_07027619	NLR	NA	Canonic
None	kitaake_Chr11_07115479	NLR	NA	Canonic
Chr11_06616027	None	NLR	Canonic	NA
Chr11_06621724	None	NLR	Canonic	NA
Chr11_06634662	kitaake_Chr11_07125606	NLR	notCanonic	Canonic
Chr11_06641127	kitaake_Chr11_07133593	NLR	Canonic	Canonic
Chr11_06655976	kitaake_Chr11_07148215	NLR	notCanonic	notCanonic
Chr11_06677780	kitaake_Chr11_07182346	NLR	Canonic	Canonic
Chr11_06695477	kitaake_Chr11_07193612	NLR	Canonic	Canonic
None	kitaake_Chr11_07200763	NLR	NA	Canonic
Chr11_06705779	kitaake_Chr11_07220437	NLR	Canonic	Canonic
Chr11_06838379	None	NLR	notCanonic	NA
Chr11_06872037	None	NLR	notCanonic	NA
Chr11_06881849	None	NLR	Canonic	NA
Chr11_06893306	None	NLR	Canonic	NA
Chr11_06896964	None	NLR	Canonic	NA
Chr11_07014876	kitaake_Chr11_07330095	RLK	Canonic	Canonic
Chr11_07058010	kitaake_Chr11_07356855	RLP	Canonic	Canonic
Chr11_07104335	kitaake_Chr11_07415837	RLK	Canonic	Canonic
Chr11_07342102	None	NLR	Canonic	NA
Chr11_07356166	kitaake_Chr11_07588775	NLR	Canonic	Canonic
Chr11_07365098	kitaake_Chr11_07597708	NLR	Canonic	notCanonic
Chr11_07404844	kitaake_Chr11_07637659	NLR	Canonic	Canonic
Chr11_07715233	kitaake_Chr11_07992104	NLR	Canonic	Canonic
Chr11_07797075	kitaake_Chr11_08073923	RLK	Canonic	Canonic
Chr11_07857072	kitaake_Chr11_08133894	NLR	Canonic	Canonic
Chr11_08072576	kitaake_Chr11_08349751	NLR	Canonic	Canonic
Chr11_08096740	kitaake_Chr11_08373915	RLK	Canonic	Canonic
Chr11_08572164	kitaake_Chr11_08849618	NLR	Canonic	Canonic
Chr11_08780013	kitaake_Chr11_09057662	NLR	Canonic	Canonic
Chr11_08886196	kitaake_Chr11_09163845	NLR	notCanonic	notCanonic
Chr11_09109606	kitaake_Chr11_09424779	NLR	Canonic	Canonic
Chr11_09137734	kitaake_Chr11_09452607	NLR	notCanonic	notCanonic
Chr11_09146406	kitaake_Chr11_09461579	NLR	notCanonic	notCanonic
Chr11_09423703	kitaake_Chr11_09738986	NLR	Canonic	Canonic
Chr11_09509376	kitaake_Chr11_09824698	NLR	notCanonic	notCanonic
Chr11_09663116	kitaake_Chr11_09983535	NLR	Canonic	Canonic
Chr11_11212750	kitaake_Chr11_11536304	RLK	Canonic	Canonic
Chr11_11776420	kitaake_Chr11_12116149	RLK	Canonic	Canonic
Chr11_13749580	kitaake_Chr11_13942813	NLR	Canonic	Canonic
Chr11_14960969	kitaake_Chr11_15154431	RLK	Canonic	Canonic
Chr11_15791270	kitaake_Chr11_15994092	NLR	Canonic	Canonic
Chr11_15793129	kitaake_Chr11_15995951	NLR	Canonic	Canonic
Chr11_15796775	kitaake_Chr11_15999597	NLR	Canonic	Canonic
Chr11_16758976	kitaake_Chr11_17007827	NLR	Canonic	Canonic
Chr11_16795588	kitaake_Chr11_17044441	NLR	Canonic	Canonic
Chr11_16807964	kitaake_Chr11_17056817	NLR	Canonic	Canonic
Chr11_16852227	kitaake_Chr11_17101083	NLR	notCanonic	notCanonic
Chr11_16860235	kitaake_Chr11_17109091	NLR	Canonic	Canonic
Chr11_16895445	kitaake_Chr11_17144299	UC	notCanonic	notCanonic
Chr11_17132216	kitaake_Chr11_17382990	NLR	notCanonic	notCanonic
Chr11_17290977	kitaake_Chr11_17541978	RLK	Canonic	Canonic
Chr11_17393700	kitaake_Chr11_17644776	NLR	notCanonic	notCanonic
Chr11_17417481	kitaake_Chr11_17668842	NLR	Canonic	Canonic
Chr11_17429007	kitaake_Chr11_17680366	NLR	notCanonic	notCanonic
Chr11_17438286	kitaake_Chr11_17689646	NLR	Canonic	Canonic
Chr11_17455221	None	NLR	notCanonic	NA
Chr11_17483263	kitaake_Chr11_17701533	NLR	notCanonic	notCanonic
Chr11_17484860	kitaake_Chr11_17703130	NLR	notCanonic	notCanonic
Chr11_17565177	kitaake_Chr11_17800064	NLR	notCanonic	notCanonic
Chr11_18999281	kitaake_Chr11_19228825	NLR	Canonic	Canonic
Chr11_19029390	None	NLR	Canonic	NA
Chr11_20449939	kitaake_Chr11_20740686	NLR	notCanonic	notCanonic
Chr11_20461652	kitaake_Chr11_20752399	NLR	Canonic	Canonic
Chr11_20492223	kitaake_Chr11_20782971	NLR	notCanonic	notCanonic
Chr11_20513712	kitaake_Chr11_20804578	NLR	Canonic	Canonic
Chr11_20643384	kitaake_Chr11_20955732	NLR	notCanonic	notCanonic
Chr11_20751918	kitaake_Chr11_21064327	RLP	Canonic	Canonic
Chr11_20770119	kitaake_Chr11_21082528	RLP	Canonic	Canonic
Chr11_20773764	kitaake_Chr11_21086173	RLP	notCanonic	notCanonic
Chr11_20796674	kitaake_Chr11_21178832	RLP	Canonic	Canonic
Chr11_20802978	kitaake_Chr11_21185136	RLK	Canonic	Canonic
Chr11_20839451	kitaake_Chr11_21221608	RLP	notCanonic	notCanonic
Chr11_20862658	kitaake_Chr11_21244809	NLR	Canonic	Canonic
Chr11_20893320	kitaake_Chr11_21275470	RLP	notCanonic	notCanonic
Chr11_20902236	kitaake_Chr11_21284386	RLP	Canonic	Canonic
Chr11_21006454	kitaake_Chr11_21388611	RLP	notCanonic	notCanonic
Chr11_21016639	kitaake_Chr11_21398796	RLP	notCanonic	notCanonic
Chr11_21031351	kitaake_Chr11_21413508	RLP	Canonic	Canonic
Chr11_21034893	kitaake_Chr11_21416999	RLP	notCanonic	notCanonic
Chr11_21040942	kitaake_Chr11_21423099	RLP	Canonic	Canonic
Chr11_21079383	kitaake_Chr11_21473432	RLP	Canonic	Canonic
Chr11_21131670	kitaake_Chr11_21525936	RLP	Canonic	Canonic
Chr11_21143007	kitaake_Chr11_21537237	RLP	notCanonic	notCanonic
Chr11_21145951	kitaake_Chr11_21540217	RLP	notCanonic	notCanonic
Chr11_21156828	kitaake_Chr11_21551094	RLP	Canonic	Canonic
Chr11_21175718	kitaake_Chr11_21569983	RLP	notCanonic	notCanonic
Chr11_21216313	kitaake_Chr11_21610578	RLK	Canonic	Canonic
Chr11_21235267	kitaake_Chr11_21629532	RLP	notCanonic	notCanonic
Chr11_21246815	kitaake_Chr11_21641080	RLK	Canonic	Canonic
Chr11_21254525	kitaake_Chr11_21648790	RLK	Canonic	Canonic
Chr11_21265799	kitaake_Chr11_21660064	RLK	Canonic	Canonic
Chr11_21277443	kitaake_Chr11_21671708	RLK	Canonic	Canonic
Chr11_21288507	kitaake_Chr11_21682772	RLK	notCanonic	notCanonic
Chr11_21297830	kitaake_Chr11_21692095	RLK	notCanonic	notCanonic
Chr11_21472105	kitaake_Chr11_21879667	NLR	Canonic	Canonic
Chr11_21863852	kitaake_Chr11_22271876	NLR	Canonic	Canonic
Chr11_21872080	kitaake_Chr11_22280168	NLR	Canonic	Canonic
Chr11_22315257	kitaake_Chr11_22755180	NLR	Canonic	Canonic
Chr11_22329989	kitaake_Chr11_22769913	NLR	Canonic	Canonic
Chr11_22351283	kitaake_Chr11_22791391	NLR	Canonic	Canonic
Chr11_22366978	kitaake_Chr11_22807105	NLR	notCanonic	notCanonic
Chr11_22382007	kitaake_Chr11_22822485	NLR	notCanonic	notCanonic
Chr11_22419268	kitaake_Chr11_22878066	NLR	notCanonic	notCanonic
Chr11_22428415	kitaake_Chr11_22887212	NLR	Canonic	Canonic
Chr11_22442247	kitaake_Chr11_22901043	NLR	Canonic	Canonic
Chr11_22451636	kitaake_Chr11_22910428	NLR	Canonic	Canonic
None	kitaake_Chr11_23003710	NLR	NA	Canonic
None	kitaake_Chr11_23022328	NLR	NA	Canonic
Chr11_22763793	kitaake_Chr11_23350713	NLR	Canonic	Canonic
Chr11_22799734	kitaake_Chr11_23375130	NLR	notCanonic	notCanonic
Chr11_22827551	kitaake_Chr11_23402947	NLR	Canonic	Canonic
Chr11_22862447	kitaake_Chr11_23433919	NLR	Canonic	notCanonic
Chr11_23313424	kitaake_Chr11_23900891	NLR	Canonic	Canonic
Chr11_23333825	kitaake_Chr11_23921289	NLR	Canonic	Canonic
Chr11_23378368	kitaake_Chr11_23965829	NLR	notCanonic	notCanonic
Chr11_23389773	kitaake_Chr11_23977232	NLR	Canonic	Canonic
Chr11_23406960	kitaake_Chr11_23994420	NLR	Canonic	Canonic
Chr11_23409123	kitaake_Chr11_23996583	NLR	Canonic	Canonic
Chr11_23418638	kitaake_Chr11_24006098	NLR	Canonic	Canonic
Chr11_23419441	kitaake_Chr11_24006901	NLR	Canonic	Canonic
Chr11_23435553	kitaake_Chr11_24023013	RLK	Canonic	Canonic
Chr11_23575789	kitaake_Chr11_24164239	NLR	notCanonic	notCanonic
Chr11_23678380	kitaake_Chr11_24247345	NLR	Canonic	Canonic
Chr11_23947651	kitaake_Chr11_24517372	NLR	notCanonic	notCanonic
Chr11_24192161	kitaake_Chr11_24761803	RLK	Canonic	Canonic
Chr11_24390444	None	NLR	Canonic	NA
Chr11_24438281	kitaake_Chr11_25070157	RLK	notCanonic	notCanonic
Chr11_24481312	kitaake_Chr11_25115084	RLK	notCanonic	Canonic
Chr11_24537451	None	RLK	Canonic	NA
Chr11_24616115	None	RLK	Canonic	NA
None	kitaake_Chr11_25233507	RLK	NA	notCanonic
None	kitaake_Chr11_25266741	RLK	NA	Canonic
None	kitaake_Chr11_25299032	RLK	NA	Canonic
Chr11_24664564	kitaake_Chr11_25360824	NLR	Canonic	Canonic
Chr11_24669544	kitaake_Chr11_25365804	NLR	Canonic	Canonic
Chr11_24715527	kitaake_Chr11_25411788	NLR	Canonic	Canonic
Chr11_24913089	kitaake_Chr11_25609895	NLR	notCanonic	notCanonic
Chr11_25264737	kitaake_Chr11_26048419	NLR	notCanonic	notCanonic
Chr11_25292526	kitaake_Chr11_26076199	NLR	Canonic	Canonic
Chr11_25318049	kitaake_Chr11_26101724	NLR	Canonic	Canonic
Chr11_25321843	kitaake_Chr11_26105520	NLR	Canonic	Canonic
Chr11_25345292	kitaake_Chr11_26128967	NLR	Canonic	Canonic
Chr11_25358357	kitaake_Chr11_26142030	NLR	Canonic	Canonic
Chr11_25552112	kitaake_Chr11_26352652	RLP	Canonic	Canonic
Chr11_25626858	kitaake_Chr11_26427389	NLR	Canonic	Canonic
Chr11_25633166	kitaake_Chr11_26433698	NLR	notCanonic	notCanonic
Chr11_25695249	kitaake_Chr11_26495930	NLR	Canonic	Canonic
Chr11_25734766	kitaake_Chr11_26535063	NLR	notCanonic	notCanonic
Chr11_25758921	kitaake_Chr11_26559218	NLR	notCanonic	notCanonic
None	kitaake_Chr11_26565484	NLR	NA	notCanonic
Chr11_26032291	kitaake_Chr11_26738539	NLR	Canonic	Canonic
Chr11_26081886	kitaake_Chr11_26815136	NLR	Canonic	Canonic
Chr11_26091123	kitaake_Chr11_26824334	NLR	Canonic	Canonic
Chr11_26140273	kitaake_Chr11_26869200	NLR	Canonic	Canonic
Chr11_26197784	kitaake_Chr11_26908764	NLR	Canonic	Canonic
Chr11_26213036	kitaake_Chr11_26917706	NLR	notCanonic	notCanonic
Chr11_26217830	kitaake_Chr11_26922501	NLR	Canonic	Canonic
Chr11_26253962	None	NLR	Canonic	NA
None	kitaake_Chr11_26937630	NLR	NA	Canonic
None	kitaake_Chr11_26956226	NLR	NA	notCanonic
Chr11_26261416	kitaake_Chr11_26987338	NLR	Canonic	notCanonic
Chr11_26380866	kitaake_Chr11_27080509	NLR	Canonic	Canonic
Chr11_26443000	kitaake_Chr11_27143776	NLR	Canonic	notCanonic
Chr11_26955595	kitaake_Chr11_27702459	NLR	Canonic	Canonic
Chr11_27221855	kitaake_Chr11_27942755	NLR	Canonic	Canonic
Chr11_27234199	kitaake_Chr11_27955105	NLR	notCanonic	notCanonic
Chr11_27242070	kitaake_Chr11_27962976	NLR	notCanonic	notCanonic
Chr11_27261093	kitaake_Chr11_27981996	NLR	Canonic	Canonic
Chr11_27269586	kitaake_Chr11_27990489	NLR	notCanonic	notCanonic
Chr11_27282232	kitaake_Chr11_28003135	NLR	Canonic	Canonic
None	kitaake_Chr11_28039040	NLR	NA	notCanonic
None	kitaake_Chr11_28053348	NLR	NA	Canonic
None	kitaake_Chr11_28063199	NLR	NA	notCanonic
None	kitaake_Chr11_28084055	NLR	NA	notCanonic
Chr11_27318942	kitaake_Chr11_28122043	NLR	notCanonic	notCanonic
Chr11_27342028	kitaake_Chr11_28145129	NLR	Canonic	Canonic
Chr11_27350120	kitaake_Chr11_28153221	NLR	Canonic	Canonic
Chr11_27427776	None	NLR	notCanonic	NA
None	kitaake_Chr11_28303255	NLR	NA	notCanonic
None	kitaake_Chr11_28404169	NLR	NA	notCanonic
None	kitaake_Chr11_28474913	NLR	NA	Canonic
None	kitaake_Chr11_28490976	NLR	NA	Canonic
None	kitaake_Chr11_28495994	NLR	NA	Canonic
Chr11_27604492	kitaake_Chr11_28534076	NLR	notCanonic	notCanonic
Chr11_27690035	kitaake_Chr11_28622867	NLR	Canonic	Canonic
Chr11_27690906	kitaake_Chr11_28624038	NLR	notCanonic	notCanonic
Chr11_27707213	kitaake_Chr11_28666219	NLR	Canonic	Canonic
Chr11_27734371	kitaake_Chr11_28692672	NLR	notCanonic	notCanonic
Chr11_27792722	kitaake_Chr11_28737466	NLR	notCanonic	notCanonic
Chr11_27793837	kitaake_Chr11_28738581	NLR	Canonic	Canonic
Chr11_27818431	kitaake_Chr11_28799624	NLR	Canonic	Canonic
Chr11_27820309	kitaake_Chr11_28801485	NLR	Canonic	notCanonic
Chr11_27885376	None	NLR	notCanonic	NA
Chr11_27894560	None	NLR	notCanonic	NA
Chr11_27920064	None	NLR	notCanonic	NA
Chr11_27983597	kitaake_Chr11_28851707	NLR	Canonic	Canonic
Chr11_27985583	kitaake_Chr11_28854265	NLR	Canonic	Canonic
Chr11_28224689	None	RLK	notCanonic	NA
Chr11_28228913	None	RLK	notCanonic	NA
Chr11_28236014	kitaake_Chr11_28959278	RLK	Canonic	notCanonic
Chr11_28246863	kitaake_Chr11_28970221	RLK	notCanonic	notCanonic
Chr11_28259210	kitaake_Chr11_28981226	RLK	Canonic	Canonic
None	kitaake_Chr11_28990350	RLK	NA	notCanonic
Chr11_28371257	kitaake_Chr11_29051366	RLK	notCanonic	notCanonic
Chr11_28376327	kitaake_Chr11_29061176	RLK	Canonic	Canonic
Chr11_28399360	kitaake_Chr11_29074874	RLK	notCanonic	notCanonic
Chr11_28411141	kitaake_Chr11_29103015	RLK	notCanonic	notCanonic
Chr11_28438467	kitaake_Chr11_29138179	RLK	notCanonic	Canonic
Chr11_28444371	kitaake_Chr11_29150645	RLK	Canonic	notCanonic
Chr11_28454816	kitaake_Chr11_29161081	RLK	notCanonic	notCanonic
Chr11_28652727	kitaake_Chr11_29288258	NLR	notCanonic	notCanonic
Chr11_28815723	kitaake_Chr11_29487775	NLR	Canonic	Canonic
Chr12_00119819	kitaake_Chr12_00180167	RLK	Canonic	notCanonic
Chr12_00418325	kitaake_Chr12_00479085	RLK	Canonic	Canonic
Chr12_01163795	kitaake_Chr12_01224958	NLR	notCanonic	notCanonic
Chr12_01521080	kitaake_Chr12_01582433	NLR	notCanonic	notCanonic
Chr12_02253883	kitaake_Chr12_02337529	RLK	Canonic	Canonic
Chr12_02733167	kitaake_Chr12_02823564	RLP	notCanonic	notCanonic
Chr12_02858560	kitaake_Chr12_02948530	RLP	notCanonic	notCanonic
Chr12_03375469	kitaake_Chr12_03466364	NLR	Canonic	Canonic
Chr12_04182455	kitaake_Chr12_04275018	RLK	Canonic	Canonic
Chr12_04822129	kitaake_Chr12_04925842	NLR	notCanonic	notCanonic
Chr12_04841595	kitaake_Chr12_04945308	NLR	notCanonic	notCanonic
Chr12_05125202	kitaake_Chr12_05229340	NLR	Canonic	Canonic
Chr12_05147753	kitaake_Chr12_05251891	NLR	Canonic	Canonic
Chr12_05381492	kitaake_Chr12_05485397	NLR	Canonic	Canonic
Chr12_05514947	kitaake_Chr12_05620042	NLR	Canonic	Canonic
Chr12_05751366	kitaake_Chr12_05799518	NLR	Canonic	Canonic
Chr12_05766155	kitaake_Chr12_05814307	RLK	Canonic	Canonic
Chr12_05859264	None	RLP	Canonic	NA
Chr12_05907620	kitaake_Chr12_05887322	RLP	notCanonic	Canonic
Chr12_06141910	kitaake_Chr12_06107688	RLP	Canonic	notCanonic
Chr12_06224244	kitaake_Chr12_06134163	RLP	Canonic	notCanonic
Chr12_06235528	kitaake_Chr12_06145749	RLP	notCanonic	notCanonic
Chr12_06340837	None	RLP	Canonic	NA
Chr12_06356947	None	RLP	Canonic	NA
Chr12_06447258	None	RLP	Canonic	NA
Chr12_06506734	None	RLP	Canonic	NA
Chr12_06520549	kitaake_Chr12_06180104	RLP	notCanonic	Canonic
Chr12_06583346	kitaake_Chr12_06239871	RLP	Canonic	Canonic
Chr12_06647326	None	RLP	Canonic	NA
Chr12_06650963	kitaake_Chr12_06303757	RLP	Canonic	Canonic
Chr12_07419857	kitaake_Chr12_06940487	RLK	Canonic	Canonic
Chr12_08162099	kitaake_Chr12_07683229	NLR	Canonic	Canonic
Chr12_09786414	kitaake_Chr12_09362516	NLR	Canonic	Canonic
Chr12_09812470	kitaake_Chr12_09382619	NLR	notCanonic	notCanonic
Chr12_09929337	kitaake_Chr12_09506310	NLR	notCanonic	notCanonic
Chr12_09984317	kitaake_Chr12_09560887	NLR	Canonic	Canonic
Chr12_09988298	kitaake_Chr12_09564868	NLR	notCanonic	notCanonic
Chr12_10014292	kitaake_Chr12_09590861	NLR	notCanonic	notCanonic
Chr12_10021360	kitaake_Chr12_09597931	NLR	Canonic	Canonic
Chr12_10061686	kitaake_Chr12_09638244	RLP	notCanonic	notCanonic
Chr12_10624068	kitaake_Chr12_10212714	NLR	Canonic	Canonic
Chr12_16539872	kitaake_Chr12_16222683	NLR	Canonic	Canonic
Chr12_16574091	kitaake_Chr12_16256600	NLR	notCanonic	notCanonic
Chr12_16594932	kitaake_Chr12_16277738	NLR	Canonic	Canonic
Chr12_16692080	kitaake_Chr12_16389000	NLR	notCanonic	notCanonic
Chr12_17354834	kitaake_Chr12_17108717	NLR	Canonic	Canonic
Chr12_17362970	kitaake_Chr12_17116854	NLR	Canonic	Canonic
Chr12_17563578	kitaake_Chr12_17317480	RLP	notCanonic	notCanonic
Chr12_17712514	kitaake_Chr12_17466572	NLR	Canonic	Canonic
Chr12_17740563	kitaake_Chr12_17494620	NLR	Canonic	Canonic
Chr12_17763084	None	NLR	Canonic	NA
Chr12_18010421	kitaake_Chr12_17779476	NLR	notCanonic	notCanonic
Chr12_18370597	kitaake_Chr12_18030456	NLR	notCanonic	Canonic
Chr12_18450017	kitaake_Chr12_18097456	NLR	Canonic	Canonic
None	kitaake_Chr12_18104371	NLR	NA	notCanonic
Chr12_18472783	None	NLR	Canonic	NA
Chr12_18763931	None	NLR	Canonic	NA
Chr12_18783467	kitaake_Chr12_18424062	NLR	Canonic	Canonic
Chr12_18922804	kitaake_Chr12_18556986	RLK	Canonic	Canonic
Chr12_19046831	kitaake_Chr12_18596914	NLR	Canonic	notCanonic
Chr12_19664858	kitaake_Chr12_19207367	NLR	notCanonic	notCanonic
Chr12_19709694	kitaake_Chr12_19251901	NLR	Canonic	Canonic
Chr12_19719187	kitaake_Chr12_19261397	NLR	notCanonic	notCanonic
Chr12_19734112	kitaake_Chr12_19276321	NLR	Canonic	Canonic
Chr12_19757913	kitaake_Chr12_19300125	NLR	Canonic	Canonic
Chr12_19805754	kitaake_Chr12_19348676	NLR	notCanonic	Canonic
Chr12_20066336	kitaake_Chr12_19611229	NLR	Canonic	Canonic
Chr12_22480913	kitaake_Chr12_21987843	NLR	Canonic	Canonic
Chr12_22491820	kitaake_Chr12_21998747	NLR	notCanonic	notCanonic
Chr12_22501901	kitaake_Chr12_22008828	NLR	notCanonic	notCanonic
Chr12_22869189	kitaake_Chr12_22415310	NLR	notCanonic	notCanonic
Chr12_22886341	kitaake_Chr12_22432463	NLR	notCanonic	notCanonic
Chr12_23171648	kitaake_Chr12_22718503	NLR	Canonic	Canonic
Chr12_23184701	kitaake_Chr12_22731632	NLR	notCanonic	notCanonic
Chr12_23192692	kitaake_Chr12_22739623	NLR	Canonic	Canonic
Chr12_23344845	kitaake_Chr12_22891836	RLK	Canonic	Canonic
Chr12_24455265	kitaake_Chr12_24004794	NLR	Canonic	Canonic
Chr12_26415934	kitaake_Chr12_25999050	RLK	Canonic	Canonic
Chr12_27109127	kitaake_Chr12_26714918	RLK	Canonic	Canonic
Chr12_27122673	kitaake_Chr12_26742003	RLK	Canonic	Canonic
Chr12_27344060	kitaake_Chr12_26952593	RLK	notCanonic	notCanonic
